League_Code,Year,Team_Name,Team_Link,Name,Age,B,T,Ht,Wt,DoB,Birthplace,Stint,From,To,id
JPCL,2023,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=37d36ccf,Keiji Takahashi,26,L,L,"5' 10""",161,"May 14, 1997","Kameoka, JP",,,,takaha000kei
JPCL,1990,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=0569261f,Koji Takahashi,20,R,R,"6' 0""",165,"Feb 26, 1970","Kamaishi, Iwate, JP",,,,takaha000koj
JPPL,2017,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=7b937909,Kona Takahashi,20,R,R,"6' 2""",198,"Feb 3, 1997",JP,,2017-04-05,2017-09-24,takaha000kon
JPCL,2021,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=237c1a1c,Kouya Takahashi,22,L,L,"5' 11""",191,"Sep 27, 1998",,,,,takaha000koy
JPPL,1997,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=8c564a54,Masahiro Takahashi,32,S,R,"5' 9""",180,"Jul 10, 1964","Toyoaki, Aichi, JP",,,,takaha000mas
JPCL,1980,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=29ab8e1d,Michitake Takahashi,23,R,R,"5' 9""",158,"Nov 10, 1956","Atami, Shizuoka, JP",,,,takaha000mic
JPCL,2021,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=237c1a1c,Mikiya Takahashi,24,L,L,"5' 9""",165,"Jun 21, 1997",JP,,,,takaha000mik
JPPL,1983,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=83722a4a,Naoki Takahashi,38,R,R,"6' 0""",165,"Feb 15, 1945","Saeki, Oita, JP",,,,takaha000nao
JPPL,2020,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=f4e65e3f,Rei Takahashi,24,R,R,"6' 2""",185,"Nov 2, 1995",JP,,,,takaha000rei
JPPL,2022,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=d9dae444,Bo Takahashi,25,R,R,"6' 0""",225,"Jan 23, 1997","Presidente Prudente, Sao Paulo, BR",,,,takaha000rod
JPCL,2014,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=8a52b102,Shuhei Takahashi,20,L,R,"5' 10""",187,"Jan 18, 1994",,,2014-07-14,2014-10-02,takaha000shu
JPPL,2017,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=d1253dd8,Takuya Takahama,27,L,R,"6' 0""",185,"Jul 6, 1989","Fukuoka, JP",,2017-08-29,2017-10-10,takaha000tak
JPPL,2017,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=7b937909,Tomomi Takahashi,28,L,L,"5' 8""",180,"Nov 16, 1988",,,2017-10-01,2017-10-05,takaha000tom
JPPL,1984,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=b1432555,Toshiharu Takahashi,29,R,R,"5' 10""",158,"Apr 4, 1955","Ika-gun, Shiga, JP",,,,takaha000tos
JPPL,1960,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=40a11a41,Tsutomu Takahashi,20,R,R,"5' 10""",167,"Jul 2, 1939","Tokushima, JP",,,,takaha000tsu
JPCL,2023,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=62d8919a,Yuki Takahashi,26,L,L,"5' 10""",180,"Feb 1, 1997",JP,,,,takaha000yuk
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Yuto Takahama,20,R,R,"6' 0""",194,"Aug 8, 1996",JP,,2017-09-20,2017-09-27,takaha000yut
JPCL,2008,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=fe01330f,Akifumi Takahashi,25,L,L,"5' 9""",176,"May 29, 1983","Oi-gun, Fukui, JP",,,,takaha001aki
JPPL,1971,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=df53c3e2,Fumio Takahashi,23,L,L,"5' 5""",145,"May 15, 1948","Yao, Osaka, JP",,,,takaha001fum
JPPL,2006,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=853e4eae,Hideaki Takahashi,23,R,R,"5' 11""",172,"Aug 26, 1982","Ota, Gunma, JP",,,,takaha001hid
JPPL,1971,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=2b033540,Hiroshi Takahashi,25,R,R,"5' 7""",167,"Mar 10, 1946","Miyazaki, JP",,,,takaha001hir
JPCL,2008,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=7d195c6a,Hisanori Takahashi,33,L,L,"5' 10""",180,"Apr 2, 1975","Tokyo, Tokyo, JP",,,,takaha001his
JPPL,2003,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=aad48cd8,Kazuyuki Takahashi,26,L,L,"6' 0""",171,"Apr 27, 1977","Iruma, Saitama, JP",,,,takaha001kaz
JPCL,2008,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=e613d770,Ken Takahashi,39,L,L,"6' 0""",200,"Apr 16, 1969","Yokohama, Kanagawa, JP",,,,takaha001ken
JPPL,1997,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=a5ee053f,Koichi Takahashi,25,R,R,"6' 0""",178,"Jul 2, 1971","Noshiro, Akita, JP",,,,takaha001koi
JPPL,1983,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=4494b26d,Masami Takahashi,28,R,R,"6' 2""",190,"Dec 20, 1954","Sendai, Miyagi, JP",,,,takaha001mas
JPCL,2008,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=6364dc7a,Mitsunobu Takahashi,32,R,R,"5' 10""",190,"Jul 7, 1975","Yokohama, Kanagawa, JP",,,,takaha001mit
JPPL,1998,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=a764d855,Nobuo Takahashi,26,L,R,"5' 10""",170,"Mar 22, 1972","Showamura, Gunma, JP",,,,takaha001nob
JPPL,2003,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=ce0e748e,Noriyuki Takahashi,32,L,L,"5' 10""",171,"Feb 25, 1971","Takasaki, Gunma, JP",,,,takaha001nor
JPPL,1992,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=44492bcd,Satoshi Takahashi,25,R,R,"6' 4""",215,"Jan 26, 1967","Yokohama, Kanagawa, JP",,,,takaha001sat
JPCL,1980,Yokohama Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=e5ee069a,Shigeyuki Takahashi,35,R,R,"6' 2""",190,"May 16, 1945","Asahi, Chiba, JP",,,,takaha001shi
JPCL,1961,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=65abfa28,Takaaki Takahashi,21,R,R,"5' 8""",147,"Jan 23, 1940","Kanagawa, JP",,,,takaha001tak
JPPL,2010,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=af84ce70,Toru Takahashi,23,R,R,"6' 0""",163,"Feb 23, 1987","Yokosuka, Kanagawa, JP",,2010-04-28,2010-05-04,takaha001tor
JPCL,2008,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=7d195c6a,Yoshinobu Takahashi,33,L,R,"5' 11""",190,"Apr 3, 1975","Chiba, Chiba, JP",,,,takaha001yos
JPCL,1998,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=b73d425b,Akinori Takahashi,23,L,L,"6' 3""",180,"Jan 24, 1975","Sendai, Miyagi, JP",,,,takaha002aki
JPCL,1994,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=873186ef,Hideki Takahashi,21,R,R,"5' 11""",180,"Oct 4, 1972","Oshima-gun, Kagoshima, JP",,,,takaha002hid
JPCL,1980,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=f9708c1e,Hiroshi Takahashi,28,R,R,"5' 10""",190,"Dec 20, 1951","Ochi-gun, Shimane, JP",,,,takaha002hir
JPCL,2000,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=543685a3,Kazumasa Takahashi,20,L,R,"5' 11""",154,"May 23, 1980","Kurashiki, Okayama, JP",,,,takaha002kaz
JPPL,1986,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=dd1ad1a2,Koichi Takahashi,21,R,R,"6' 0""",156,"Apr 18, 1965","Kita Katsurashiki-gun, Saitama, JP",,,,takaha002koi
JPCL,1957,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=e5506187,Masakatsu Takahashi,19,L,L,"5' 10""",151,"Feb 26, 1938","Mie, JP",,,,takaha002mas
JPPL,1983,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=4494b26d,Satoshi Takahashi,35,R,R,"5' 10""",167,"May 17, 1948","Tsuruga, Fukui, JP",,,,takaha002sat
JPPL,2006,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=df36d61c,Shinji Takahashi,27,R,R,"6' 0""",185,"Aug 7, 1978","Tsuyama, Okayama, JP",,,,takaha002shi
JPPL,1971,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=df53c3e2,Akira Takahashi,20,R,R,"5' 11""",165,"Aug 29, 1950","Miyazaki, JP",,,,takaha003aki
JPCL,2014,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=4c866536,Hiroki Takahashi,20,R,R,"5' 11""",187,"May 11, 1994",,,2014-06-18,2014-06-19,takaha003hir
JPPL,1990,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=1a267d5d,Kazuhiko Takahashi,29,R,R,"6' 0""",187,"Jun 12, 1961","Shiotani-gun, Tochigi, JP",,,,takaha003kaz
JPPL,1955,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=76ad6d7d,Koichi Takahashi,20,R,R,"5' 8""",147,"Jun 14, 1935","Fukushima, JP",,,,takaha003koi
JPCL,1954,Taiyo-Shochiku Robins,https://www.baseball-reference.com/register/team.cgi?id=742378f1,Masaki Takahashi,22,R,R,"5' 8""",145,"Feb 24, 1932","Tokushima, JP",,,,takaha003mas
JPPL,1990,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=7c9f2214,Yoshihiko Takahashi,33,S,R,"5' 9""",173,"Mar 13, 1957","Ashibetsu, Hokkaido, JP",,,,takaha003yos
JPPL,1971,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=df53c3e2,Akira Takahashi,20,R,R,"5' 11""",165,"Aug 29, 1950","Miyazaki, JP",,,,takaha004aki
JPCL,2023,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=f6f7e797,Hiroto Takahashi,20,R,R,"6' 0""",187,"Aug 9, 2002","Owariasahi, JP",,,,takaha004hir
JPPL,1983,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=4494b26d,Kazumi Takahashi,37,L,L,"5' 10""",171,"Jun 9, 1946","Fuchu, Hiroshima, JP",,,,takaha004kaz
JPPL,1955,Mainichi Orions,https://www.baseball-reference.com/register/team.cgi?id=76ad6d7d,Masao Takahashi,20,R,R,"5' 6""",140,"May 5, 1935","Chiba, JP",,,,takaha004mas
JPPL,1971,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=2b9c0eb4,Yoshimasa Takahashi,27,R,R,"5' 9""",165,"May 5, 1944","Takaoka-gun, Kochi, JP",,,,takaha004yos
JPCL,1954,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=ee603017,Akira Takahashi,22,L,L,"5' 6""",136,"Sep 19, 1931","Saitama, JP",,,,takaha005aki
JPPL,1955,Tombo Unions,https://www.baseball-reference.com/register/team.cgi?id=164a9730,Kazuo Takahashi,19,R,R,"5' 10""",150,"Feb 5, 1936","Hokkaido, JP",,,,takaha005kaz
JPPL,2012,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=359515df,Kazuya Takahori,25,R,R,"6' 0""",154,"Jun 11, 1987",,,2012-09-01,2012-10-05,takaho000kaz
JPCL,1989,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=1105f7a1,Hajime Takai,19,L,R,"5' 11""",167,"Oct 2, 1969","Hiratsuka, Kanagawa, JP",,,,takai-000haj
JPCL,1968,Sankei Atoms,https://www.baseball-reference.com/register/team.cgi?id=9e311b88,Satoshi Takai,22,R,R,"5' 10""",158,"Oct 15, 1945","Aichi, JP",,,,takai-000sat
JPPL,1971,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=21a5b805,Yasuhiro Takai,26,R,R,"5' 8""",198,"Feb 1, 1945","Imabari, Aichi, JP",,,,takai-000yas
JPCL,2008,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=a0d1f82f,Yuhei Takai,24,L,L,"5' 9""",172,"Jun 25, 1984","Kawasaki, Kanagawa, JP",,,,takai-001yuh
JPCL,2008,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=a0d1f82f,Shun Takaichi,23,R,R,"5' 10""",187,"Jul 9, 1984","Nagareyama, Chiba, JP",,,,takaic001shu
JPPL,1962,Daimai Orions,https://www.baseball-reference.com/register/team.cgi?id=7898a09d,Kazuo Takaira,22,R,R,"5' 10""",158,"Apr 26, 1940","Yamaguchi, JP",,,,takair000kaz
JPPL,2019,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=3f6ef2f3,Shuto Takajoh,26,R,R,"5' 9""",176,"May 3, 1993",,,,,takajo000shu
JPPL,1960,Nishitetsu Lions,https://www.baseball-reference.com/register/team.cgi?id=280cbd44,Teruyuki Takakura,25,R,R,"5' 8""",165,"Dec 8, 1934","Kumamoto, Kumamoto, JP",,,,takaku000ter
JPCL,1959,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=ee13a542,Nobutsugu Takamatsu,19,R,R,"5' 7""",154,"Apr 26, 1940","Hyogo, JP",,,,takama000nob
JPPL,1952,Daiei Stars,https://www.baseball-reference.com/register/team.cgi?id=fd69f682,Toshio Takamatsu,32,R,R,"5' 7""",151,"Aug 15, 1919","Tokyo, JP",,,,takama000tos
JPPL,2023,Saitama Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=ea5476d1,Wataru Takamatsu,23,L,R,"5' 9""",143,"Jul 2, 1999",,,,,takama000wat
JPCL,1996,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=f6427084,Masahiro Takami,27,R,R,"6' 0""",173,"Jul 11, 1968","Minami Muro-gun, Mie, JP",,,,takami000mas
JPPL,2012,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=6d763e9d,Kazuya Takamiya,30,L,L,"5' 8""",161,"Dec 4, 1981","Kishiwada, Osaka, JP",,2012-07-18,2012-07-18,takami001kaz
JPPL,2001,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=9796ff4f,Koji Takamizawa,26,L,R,"5' 11""",170,"Apr 30, 1975","Maebashi, Gunma, JP",,,,takami001koj
JPCL,1977,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=1219605e,Katsuhiko Takamoto,19,R,R,"6' 1""",187,"May 4, 1958","Otake, Hiroshima, JP",,,,takamo000kat
JPCL,2009,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=3bb6f4e3,Yuki Takamori,21,L,R,"5' 11""",185,"May 18, 1988","Takaoka, Toyama, JP",,,,takamo001yuk
JPCL,1991,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=bcc36e2c,Yosuke Takamura,25,R,R,"6' 1""",193,"Sep 18, 1965","Kumamoto, Kumamoto, JP",,,,takamu000yos
JPPL,1992,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c07312e5,Hiroshi Takamura,22,R,R,"5' 10""",176,"Sep 2, 1969","Utsunomiya, Tochigi, JP",,,,takamu001hir
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Hirotoshi Takanashi,26,R,R,"6' 1""",180,"Jun 5, 1991",,,2017-04-04,2017-10-03,takana000hir
JPCL,1999,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=55bb94d6,Toshihiro Takanashi,25,R,R,"6' 0""",170,"Jan 9, 1974","Sapporo, Hokkaido, JP",,,,takana000tos
JPPL,2017,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=b2390485,Yuhei Takanashi,24,L,L,"5' 9""",178,"Jul 13, 1992",,,2017-04-02,2017-10-09,takana000yuh
JPPL,2003,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=8983dc6a,Fumikazu Takanami,27,R,R,"5' 9""",159,"Nov 3, 1975","Ushibuka, Kumamoto, JP",,,,takana001fum
JPCL,1991,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=980ff470,Hideharu Takani,29,L,L,"5' 9""",170,"Jun 6, 1962","Fujioka, Gunma, JP",,,,takani000hid
JPPL,1994,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=0e73843d,Hikaru Takano,33,R,R,"6' 2""",187,"May 20, 1961","Edogawa Ward, Tokyo, JP",,,,takano000hik
JPCL,1954,Taiyo-Shochiku Robins,https://www.baseball-reference.com/register/team.cgi?id=742378f1,Hiroyoshi Takano,30,R,R,"5' 8""",150,"Feb 24, 1924","Yamaguchi, JP",,,,takano000hir
JPPL,1957,Daiei Unions,https://www.baseball-reference.com/register/team.cgi?id=62742bea,Kaishi Takano,22,L,L,"5' 8""",151,"Jan 1, 1935","Gunma, JP",,,,takano000kai
JPPL,2017,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=d1253dd8,Keisuke Takano,25,R,R,"5' 10""",167,"Dec 28, 1991",JP,,2017-04-08,2017-07-11,takano000kei
JPPL,2023,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=01f006b5,Shuta Takano,24,L,L,"6' 0""",191,"Aug 13, 1998",,,,,takano000shu
JPPL,2003,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=bf36dd2e,Fumitoshi Takano,29,R,R,"5' 9""",185,"Aug 10, 1973","Murayama, Tokyo, JP",,,,takano001fum
JPPL,1960,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=3288ebc0,Kazuhiko Takano,20,R,R,"5' 11""",158,"Dec 18, 1939","Fukuoka, JP",,,,takano001kaz
JPCL,2000,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=7db7400a,Shinobu Takano,25,L,R,"6' 0""",205,"Dec 10, 1974","Higashi Muro-gun, Wakayama, JP",,,,takano001shi
JPCL,1966,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=a05137a5,Eiji Takaoka,27,L,L,"5' 8""",147,"Mar 10, 1939","Fukuoka, JP",,,,takaok000eij
JPCL,1963,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=5bbf6a58,Shigeki Takaoka,19,R,R,"5' 5""",154,"Jul 3, 1943","Hiroshima, JP",,,,takaok000shi
JPCL,2008,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=eba0fdad,Kentaro Takasaki,23,R,R,"5' 9""",181,"Jun 24, 1985","Kamimashiki-gun, Kumamoto, JP",,,,takasa001ken
JPPL,1968,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=205180fc,Akio Takashima,34,R,R,"5' 11""",162,"Dec 23, 1933","Hiroshima, JP",,,,takash000aki
JPPL,1960,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=3288ebc0,Masayoshi Takashima,22,R,R,"5' 9""",149,"Feb 7, 1938","Fukuoka, JP",,,,takash000mas
JPPL,1983,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=4494b26d,Nobuhiro Takashiro,29,R,R,"5' 6""",162,"May 27, 1954","Yoshino-gun, Nara, JP",,,,takash000nob
JPPL,1990,Fukuoka Daiei Hawks,https://www.baseball-reference.com/register/team.cgi?id=8f5a3556,Satoru Takashima,25,R,R,"5' 11""",162,"Jan 7, 1965","Ichinoseki, Iwate, JP",,,,takash000sat
JPPL,1992,Orix Blue Wave,https://www.baseball-reference.com/register/team.cgi?id=44492bcd,Toru Takashima,22,R,R,"5' 7""",165,"Apr 18, 1970","Utsunomiya, Tochigi, JP",,,,takash000tor
JPCL,2010,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=b5237ebe,Shohei Takashima,19,R,R,"5' 9""",176,"Aug 4, 1990","Asaka, Saitama, JP",,2010-06-06,2010-06-06,takash001sho
JPPL,2006,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=442d5843,Yosuke Takasu,30,R,R,"5' 6""",160,"Feb 9, 1976","Imari, Saga, JP",,,,takasu001yos
JPPL,2022,Tohoku Rakuten Golden Eagles,https://www.baseball-reference.com/register/team.cgi?id=f1a730f3,Hosei Takata,23,R,R,"5' 8""",165,"Jul 4, 1998",JP,,,,takata000hos
JPPL,2017,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=3252241f,Tomoki Takata,27,L,R,"5' 8""",158,"May 6, 1990",,,2017-06-13,2017-10-08,takata000tom
JPCL,2022,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=423f04c5,Nozomu Takatera,19,L,R,"5' 10""",165,"Oct 17, 2002",,,,,takate000noz
JPPL,1955,Hankyu Braves,https://www.baseball-reference.com/register/team.cgi?id=fef95847,Tokio Takato,22,R,R,"6' 0""",156,"May 4, 1933","Niigata, JP",,,,takato000tok
JPCL,1980,Hiroshima Toyo Carp,https://www.baseball-reference.com/register/team.cgi?id=72cc95ee,Toshifumi Takatsuki,27,L,L,"5' 9""",167,"Nov 2, 1952","Yamaguchi, JP",,,,takats000tos
JPCL,1991,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=980ff470,Shingo Takatsu,22,R,R,"6' 0""",180,"Nov 25, 1968","Hiroshima, Hiroshima, JP",,,,takats001shi
JPCL,1980,Yokohama Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=e5ee069a,Misao Takaura,27,R,R,,,"Jul 20, 1952","Kisaratsuji, Chiba, JP",,,,takaur000mis
JPPL,1983,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=c44037ca,Hideki Takayanagi,26,R,R,"5' 9""",198,"Mar 1, 1957","Kashima-gun, Ibaraki, JP",,,,takaya000hid
JPCL,1966,Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=ecad9559,Isao Takayama,24,R,R,"5' 10""",180,"Apr 8, 1942","Tochigi, JP",,,,takaya000isa
JPPL,1992,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=c07312e5,Izumi Takayanagi,28,R,R,"6' 2""",190,"Jun 2, 1964","Kuki, Saitama, JP",,,,takaya000izu
JPCL,1955,Chunichi Dragons,https://www.baseball-reference.com/register/team.cgi?id=d65baf75,Kunio Takayama,20,R,R,"5' 8""",145,"Oct 7, 1934","Nagano, JP",,,,takaya000kun
JPCL,2019,Hanshin Tigers,https://www.baseball-reference.com/register/team.cgi?id=7bb19d32,Shun Takayama,26,L,R,"5' 11""",189,"Apr 18, 1993",JP,,,,takaya000shu
JPCL,1963,Kokutetsu Swallows,https://www.baseball-reference.com/register/team.cgi?id=3d16f964,Tadakatsu Takayama,19,R,R,"5' 10""",173,"May 18, 1944","Tochigi, JP",,,,takaya000tad
JPPL,2017,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=3252241f,Hiroaki Takaya,35,L,R,"5' 10""",185,"Nov 13, 1981","Oyama, Tochigi, JP",,2017-03-31,2017-10-06,takaya001hir
JPPL,2006,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=04e41a83,Hisashi Takayama,24,R,R,"5' 10""",185,"Nov 16, 1981","Kumamoto, Kumamoto, JP",,,,takaya001his
JPPL,1986,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=78f624d3,Ikuo Takayama,23,R,R,"6' 3""",175,"Sep 8, 1962","Odate, Akita, JP",,,,takaya001iku
JPPL,1999,Seibu Lions,https://www.baseball-reference.com/register/team.cgi?id=e545240d,Kenichi Takayama,27,R,R,"5' 9""",169,"Aug 4, 1971","Maebashi, Gunma, JP",,,,takaya001ken
JPPL,1983,Lotte Orions,https://www.baseball-reference.com/register/team.cgi?id=e02bd3b2,Hideaki Takazawa,24,R,R,"5' 10""",176,"Sep 10, 1958","Saru-gun, Hokkaido, JP",,,,takaza000hid
JPPL,1960,Osaka Kintetsu Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=f97e3d98,Fumio Takechi,33,R,R,"5' 8""",147,"Nov 4, 1926","Inaba-gun, Gifu, JP",,,,takech000fum
JPPL,1957,Kintetsu Pearls,https://www.baseball-reference.com/register/team.cgi?id=dbf402af,Osamu Takechi,31,R,R,"5' 7""",149,"Aug 29, 1925","Matsuyama, Ehime, JP",,,,takech000osa
JPPL,2017,Orix Buffaloes,https://www.baseball-reference.com/register/team.cgi?id=cb5b5e33,Kengo Takeda,23,R,R,"6' 0""",171,"Apr 18, 1994",,,2017-04-14,2017-10-07,takeda000ken
JPCL,1988,Yokohama Taiyo Whales,https://www.baseball-reference.com/register/team.cgi?id=60daaa8a,Mitsukuni Takeda,25,R,R,"5' 11""",178,"Aug 9, 1962","Arakawa Ward, Tokyo, JP",,,,takeda000mit
JPPL,2017,Fukuoka Softbank Hawks,https://www.baseball-reference.com/register/team.cgi?id=3252241f,Shota Takeda,24,R,R,"6' 1""",185,"Apr 3, 1993","Miyazaki, JP",,2017-04-05,2017-10-08,takeda000sho
JPPL,2017,Hokkaido Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=02d217d1,Hisashi Takeda,38,L,R,"5' 7""",161,"Oct 14, 1978","Tokushima, Tokushima, JP",,2017-03-31,2017-05-05,takeda001his
JPPL,1992,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=91d1abc0,Kazuhiro Takeda,27,L,R,"5' 7""",176,"Jun 22, 1965","Setagaya Ward, Tokyo, JP",,,,takeda001kaz
JPPL,2006,Nippon Ham Fighters,https://www.baseball-reference.com/register/team.cgi?id=df36d61c,Masaru Takeda,27,L,L,"5' 9""",155,"Jul 10, 1978","Nagoya, Aichi, JP",,,,takeda001mas
JPPL,1978,Crown Lighter Lions,https://www.baseball-reference.com/register/team.cgi?id=5df328dd,Masafumi Takeda,27,L,L,"5' 11""",167,"Jul 4, 1950","Hyogo, JP",,,,takeda002mas
JPCL,1972,Yakult Atoms,https://www.baseball-reference.com/register/team.cgi?id=f144c927,Shiro Takegami,31,R,R,"5' 7""",160,"Apr 8, 1941","Miyazaki, Miyazaki, JP",,,,takega000shi
JPPL,1983,Nankai Hawks,https://www.baseball-reference.com/register/team.cgi?id=c44037ca,Akinori Takeguchi,24,L,L,"5' 9""",165,"Jun 3, 1959","Kuma-gun, Kumamoto, JP",,,,takegu000aki
JPPL,2006,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=2a65c286,Naotaka Takehara,26,R,L,"6' 0""",194,"Apr 21, 1980","Okayama, Okayama, JP",,,,takeha001nao
JPPL,1960,Toei Flyers,https://www.baseball-reference.com/register/team.cgi?id=3288ebc0,Eddie Takei,21,,,,,"Jul 17, 1938",,,,,takei-000edd
JPPL,1997,Chiba Lotte Marines,https://www.baseball-reference.com/register/team.cgi?id=8c564a54,Koji Takekiyo,22,R,R,"6' 0""",180,"Nov 22, 1974","Takatsuki, Osaka, JP",,,,takeki001koj
