League_Code,Year,Team_Name,Team_Link,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,id
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Masumi Kuwata,38,1,1,0.5,6.94,3,3,0,0,0,0,11.2,19,11,9,4,1,0,5,0,0,0,55,1.714,14.7,3.1,0.8,3.9,5,,kuwata001mas
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Yukinaga Maeda*,35,0,0,,7.23,28,0,9,0,0,0,23.2,32,19,19,4,3,0,15,0,0,1,100,1.479,12.2,1.5,1.1,5.7,5,,maeda-001yuk
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Kentaro Nishimura,21,5,7,0.417,3.53,31,14,7,0,0,0,117.1,113,49,46,14,40,2,83,6,0,2,500,1.304,8.7,1.1,3.1,6.4,2.08,,nishim001ken
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Shigeki Noguchi*,32,0,0,,9,1,1,0,0,0,0,3,7,5,3,0,1,0,1,0,0,1,16,2.667,21,0,3,3,1,,noguch001shi
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Takahiko Nomaguchi,23,1,3,0.25,3.43,26,2,6,0,0,0,42,37,20,16,5,21,2,33,1,0,0,186,1.381,7.9,1.1,4.5,7.1,1.57,,nomagu001tak
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Jeremy Powell,30,10,10,0.5,3.31,28,28,0,3,2,0,187.1,196,77,69,9,31,1,131,11,2,4,783,1.212,9.4,0.4,1.5,6.3,4.23,,powell001jer
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Junya Sakai,25,0,0,,2.84,7,0,5,0,0,0,6.1,10,2,2,0,4,1,0,0,0,2,31,2.211,14.2,0,5.7,0,0,,sakai-001jun
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Hiroki Sanada,22,2,0,1,3.86,25,0,9,0,0,1,25.2,27,13,11,3,11,3,18,1,0,0,115,1.481,9.5,1.1,3.9,6.3,1.64,,sanada001hir
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Hiroshi Sato*,28,0,0,,2.89,8,0,2,0,0,0,9.1,7,3,3,0,2,0,10,1,0,1,37,0.964,6.8,0,1.9,9.6,5,,satoh-002hir
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Hisanori Takahashi*,31,2,6,0.25,4.94,35,4,23,0,0,15,62,70,36,34,10,15,2,51,1,0,1,266,1.371,10.2,1.5,2.2,7.4,3.4,,takaha001his
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Masafumi Togano,21,0,0,,8.22,7,0,4,0,0,0,7.2,11,7,7,3,1,0,5,0,0,1,35,1.565,12.9,3.5,1.2,5.9,5,,togano001mas
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Kiyoshi Toyoda,35,1,4,0.2,3.32,38,0,27,0,0,13,38,39,14,14,2,6,3,46,0,0,0,159,1.184,9.2,0.5,1.4,10.9,7.67,,toyoda001kiy
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Koji Uehara,31,8,9,0.471,3.21,24,24,0,5,0,0,168.1,157,67,60,24,21,3,151,1,1,0,673,1.057,8.4,1.3,1.1,8.1,7.19,,uehara001koj
JPCL,2006,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=cf849bc3,Tetsuya Utsumi*,24,12,13,0.48,2.78,31,28,1,6,2,0,194,163,69,60,13,52,3,179,7,0,9,795,1.108,7.6,0.6,2.4,8.3,3.44,,utsumi001tet
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Hayato Aoki,29,0,0,,0,8,0,2,0,0,0,8.2,4,0,0,0,0,0,4,0,0,0,30,0.462,4.2,0,0,4.2,,,aoki--001hay
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,John Bale*,32,1,2,0.333,2.93,30,5,11,0,0,6,43,45,16,14,5,11,1,46,0,0,1,183,1.302,9.4,1,2.3,9.6,4.18,,bale--001joh
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Sean Douglass,27,9,6,0.6,3.41,20,18,0,0,0,0,97.2,85,47,37,13,30,1,71,6,0,1,407,1.177,7.8,1.2,2.8,6.5,2.37,,dougla001sea
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Juan Feliciano,26,0,1,0,7.39,12,5,4,0,0,0,35.1,50,30,29,8,12,2,11,5,0,0,168,1.755,12.7,2,3.1,2.8,0.92,,felici001jua
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Masayuki Hasegawa,28,1,3,0.25,3.95,29,4,1,0,0,0,54.2,62,29,24,8,16,2,57,0,0,2,238,1.427,10.2,1.3,2.6,9.4,3.56,,hasega001mas
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Masaki Hayashi,26,2,4,0.333,3.58,61,0,13,0,0,0,65.1,59,30,26,7,25,6,44,7,0,1,273,1.286,8.1,1,3.4,6.1,1.76,,hayash001mas
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Koji Hiroike*,32,4,2,0.667,3.2,47,4,6,0,0,0,59,64,27,21,4,18,4,35,2,0,3,258,1.39,9.8,0.6,2.7,5.3,1.94,,hiroik001koj
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Takaya Kawauchi*,24,0,1,0,1.76,15,0,2,0,0,0,15.1,15,5,3,1,6,0,15,1,0,0,65,1.37,8.8,0.6,3.5,8.8,2.5,,kawauc001tak
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Shinjiro Kojima*,24,0,2,0,5.57,4,4,0,0,0,0,21,25,13,13,3,2,1,12,1,0,0,91,1.286,10.7,1.3,0.9,5.1,6,,kojima001shi
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Hiroki Kuroda,31,13,6,0.684,1.85,26,25,1,7,2,1,189.1,169,49,39,12,21,4,144,7,0,5,744,1.004,8,0.6,1,6.8,6.86,,kuroda001hir
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Víctor Marté,25,0,1,0,1.59,12,0,1,0,0,0,11.1,5,7,2,1,6,0,5,1,0,3,47,0.971,4,0.8,4.8,4,0.83,,marte-003vic
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Katsuhiro Nagakawa,25,5,6,0.455,1.66,65,0,51,0,0,27,70.2,45,15,13,5,24,2,86,0,0,7,283,0.976,5.7,0.6,3.1,11,3.58,,nagaka001kat
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Takayuki Oshima*,22,0,2,0,12.94,5,4,1,0,0,0,16,32,23,23,6,10,0,5,0,0,0,88,2.625,18,3.4,5.6,2.8,0.5,,ohshim001tak
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Kan Otake,23,6,13,0.316,4.93,30,29,0,2,0,0,157,172,92,86,25,54,2,110,2,0,4,682,1.439,9.9,1.4,3.1,6.3,2.04,,ohtake001kan
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Yasuhiro Oyamada,29,0,0,,5.4,18,0,3,0,0,0,15,16,10,9,1,9,2,17,0,0,0,70,1.667,9.6,0.6,5.4,10.2,1.89,,oyamad001yas
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Mike Romano,34,5,9,0.357,5.64,31,17,2,1,0,0,103.2,122,80,65,19,45,2,65,4,0,4,474,1.611,10.6,1.6,3.9,5.6,1.44,,romano002mic
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Yuki Saito*,19,1,0,1,0.87,2,2,0,0,0,0,10.1,6,1,1,1,2,0,7,0,0,0,39,0.774,5.2,0.9,1.7,6.1,3.5,,saitoh001yuk
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Shinji Sasaoka,38,8,8,0.5,4.09,27,27,0,0,0,0,149.2,155,77,68,24,29,4,82,5,0,2,619,1.229,9.3,1.4,1.7,4.9,2.83,,sasaok001shi
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Kenta Satake*,27,1,2,0.333,4.73,32,0,4,0,0,0,32.1,37,18,17,2,16,3,23,2,0,1,151,1.639,10.3,0.6,4.5,6.4,1.44,,satake001ken
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Tsuyoshi Sato,20,0,1,0,34.71,1,1,0,0,0,0,2.1,5,9,9,2,2,0,1,2,0,0,16,3,19.3,7.7,7.7,3.9,0.5,,satoh-001tsu
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Ken Takahashi*,37,2,3,0.4,4.7,54,0,13,0,0,0,46,46,27,24,9,16,2,40,1,0,0,201,1.348,9,1.8,3.1,7.8,2.5,,takaha001ken
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Hiroto Tanaka,26,0,1,0,36,1,1,0,0,0,0,2,7,8,8,4,2,0,1,0,0,1,15,4.5,31.5,18,9,4.5,0.5,,tanaka002hir
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Nobuaki Umehara,22,0,0,,6.75,3,0,0,0,0,0,1.1,2,1,1,0,1,0,0,0,0,0,6,2.25,13.5,0,6.8,0,0,,umehar001nob
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Tomohiro Umetsu,23,0,1,0,1.23,23,0,7,0,0,1,22,14,3,3,0,7,1,23,0,0,1,84,0.955,5.7,0,2.9,9.4,3.29,,umetsu001tom
JPCL,2006,Hiroshima Carp,https://www.baseball-reference.com/register/team.cgi?id=d9ecf497,Ryuji Yokoyama,30,4,5,0.444,4.85,48,0,14,0,0,1,55.2,62,31,30,11,18,2,53,0,1,1,241,1.437,10,1.8,2.9,8.6,2.94,,yokoya001ryu
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Jason Beverlin,32,0,4,0,11.13,8,8,0,0,0,0,32.1,58,41,40,6,15,0,29,1,2,0,169,2.258,16.1,1.7,4.2,8.1,1.93,,beverl001jas
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Yoshihiro Doi*,29,3,7,0.3,6.02,14,14,0,0,0,0,80.2,106,54,54,14,21,0,39,4,0,0,359,1.574,11.8,1.6,2.3,4.4,1.86,,doi---001yos
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Taro Hashimoto,20,0,0,,4.5,1,1,0,0,0,0,4,9,2,2,0,1,0,0,0,0,0,20,2.5,20.3,0,2.3,0,0,,hashim001tar
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Yuji Hata,23,5,3,0.625,2.93,33,9,7,0,0,0,76.2,70,31,25,9,35,0,39,3,0,1,324,1.37,8.2,1.1,4.1,4.6,1.11,,hata--001yuj
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Shigeo Inamine*,27,0,0,,0,2,0,0,0,0,0,2.1,4,1,0,0,1,0,1,0,0,0,12,2.143,15.4,0,3.9,3.9,1,,inamin001shi
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Ken Kadokura,32,10,9,0.526,4.84,28,25,1,2,0,0,154.1,187,90,83,19,51,0,114,3,0,1,691,1.542,10.9,1.1,3,6.6,2.24,,kadoku001ken
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Takeharu Kato,28,8,7,0.533,2.48,65,0,18,0,0,1,76.1,64,24,21,8,24,0,72,2,0,1,316,1.153,7.5,0.9,2.8,8.5,3,,katoh-001tak
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Takeo Kawamura,34,4,4,0.5,3.86,57,0,14,0,0,3,56,59,25,24,3,22,5,34,2,0,1,249,1.446,9.5,0.5,3.5,5.5,1.55,,kawamu001tak
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Hideki Kishimoto,23,0,1,0,4.7,6,2,1,0,0,0,15.1,21,9,8,0,7,0,11,2,1,0,72,1.826,12.3,0,4.1,6.5,1.57,,kishim001hid
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Atsushi Kizuka,28,3,1,0.75,3.54,59,0,18,0,0,0,61,63,25,24,4,26,2,46,3,0,0,267,1.459,9.3,0.6,3.8,6.8,1.77,,kizuka001ats
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Marc Kroon,33,2,5,0.286,3,47,0,42,0,0,27,48,38,16,16,4,8,1,70,1,0,4,195,0.958,7.1,0.8,1.5,13.1,8.75,,kroon-001mar
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Naoki Mitsuhashi,25,2,1,0.667,3.99,9,4,2,0,0,0,29.1,28,13,13,6,12,0,9,0,0,0,121,1.364,8.6,1.8,3.7,2.8,0.75,,mitsuh001nao
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Daisuke Miura,32,8,12,0.4,3.45,30,30,0,9,3,0,216.2,227,94,83,19,44,5,160,5,0,3,912,1.251,9.4,0.8,1.8,6.6,3.64,,miura-001dai
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Takumi Nasuno*,23,3,8,0.273,4.06,16,16,0,0,0,0,95.1,92,49,43,11,49,1,66,1,0,8,417,1.479,8.7,1,4.6,6.2,1.35,,nasuno001tak
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Naoya Okamoto*,22,0,0,,54,1,0,0,0,0,0,0.1,1,2,2,0,1,0,0,0,0,0,3,6,27,0,27,0,0,,okamot001nao
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Masahiro Sakumoto*,31,0,1,0,3.86,21,0,3,0,0,0,16.1,16,7,7,2,8,0,14,2,0,1,76,1.469,8.8,1.1,4.4,7.7,1.75,,sakumo001mas
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Shawn Sonnier,29,1,0,1,3.82,27,0,14,0,0,0,30.2,29,15,13,1,13,0,37,1,0,0,131,1.37,8.5,0.3,3.8,10.9,2.85,,sonnie001sha
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Kazuya Takamiya*,24,2,6,0.25,6.83,18,8,5,0,0,0,55.1,74,46,42,8,19,0,29,1,0,0,250,1.681,12,1.3,3.1,4.7,1.53,,takami001kaz
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Shigeki Ushida,24,3,3,0.5,2.98,28,7,2,0,0,0,84.2,62,28,28,16,16,0,86,1,0,3,326,0.921,6.6,1.7,1.7,9.1,5.38,,ushida001shi
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Shun Yamaguchi,18,1,2,0.333,6.43,5,5,0,0,0,0,21,22,15,15,8,8,0,17,2,0,0,93,1.429,9.4,3.4,3.4,7.3,2.13,,yamagu001shu
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Shigetoshi Yamakita*,28,1,1,0.5,4.21,28,0,6,0,0,0,25.2,30,13,12,3,8,0,24,1,0,1,113,1.481,10.5,1.1,2.8,8.4,3,,yamaki001shi
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Teruaki Yoshikawa,24,0,0,,18,2,0,0,0,0,0,1,4,2,2,0,1,0,1,0,0,0,8,5,36,0,9,9,1,,yoshik001ter
JPCL,2006,Yokohama Bay Stars,https://www.baseball-reference.com/register/team.cgi?id=c63d601b,Yuji Yoshimi*,28,2,9,0.182,4.35,17,17,0,2,0,0,103.1,108,60,50,15,32,1,78,2,1,1,441,1.355,9.4,1.3,2.8,6.8,2.44,,yoshim001yuj
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Shugo Fujii*,24,14,8,0.636,3.17,27,26,0,2,1,0,173.1,145,62,61,24,64,2,124,3,0,4,707,1.206,7.5,1.2,3.3,6.4,1.94,,fujii-001shu
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Masato Hanada,23,0,0,,1.69,4,0,2,0,0,0,5.1,4,2,1,0,1,0,2,1,0,1,22,0.938,6.8,0,1.7,3.4,2,,hanada001mas
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Manabu Hiramoto,22,0,1,0,108,1,1,0,0,0,0,0.1,4,4,4,0,2,0,0,1,0,0,8,18,108,0,54,0,0,,hiramo001man
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Kevin Hodges,28,5,3,0.625,3.8,12,12,0,0,0,0,66.1,73,29,28,5,34,1,30,4,0,0,293,1.613,9.9,0.7,4.6,4.1,0.88,,hodges001kev
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Tadashi Honma,23,2,0,1,4.37,13,1,2,0,0,0,22.2,24,11,11,6,7,2,16,2,0,0,99,1.368,9.5,2.4,2.8,6.4,2.29,,honma-001tad
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Jonathan Hurst,34,1,1,0.5,5.97,22,2,1,0,0,0,34.2,43,25,23,4,11,2,13,0,0,2,154,1.558,11.2,1,2.9,3.4,1.18,,hurst-001jon
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Ryota Igarashi,22,2,3,0.4,2.59,41,0,13,0,0,0,41.2,25,13,12,2,28,2,51,2,0,1,180,1.272,5.4,0.4,6,11,1.82,,igaras001ryo
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Satoshi Iriki,34,10,3,0.769,2.85,24,21,1,1,0,0,129.1,117,42,41,16,32,2,80,4,0,1,528,1.152,8.1,1.1,2.2,5.6,2.5,,iriki-001sat
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Hirotoshi Ishii*,23,2,3,0.4,3.4,39,0,13,0,0,1,39.2,31,23,15,6,23,1,40,2,0,4,175,1.361,7,1.4,5.2,9.1,1.74,,ishii-001hir
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Kazuhisa Ishii*,27,12,6,0.667,3.39,27,27,0,0,0,0,175,135,74,66,18,82,0,173,5,0,14,732,1.24,6.9,0.9,4.2,8.9,2.11,,ishii-001kaz
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Tomohito Ito,30,0,0,,0,1,1,0,0,0,0,4,4,0,0,0,0,0,2,0,0,0,15,1,9,0,0,4.5,,,itoh--001tom
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Yuya Kamada,22,1,0,1,0.59,8,1,2,0,0,0,15.1,12,1,1,0,7,0,9,0,0,0,63,1.239,7,0,4.1,5.3,1.29,,kamada001yuy
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Ryu Kawabata,24,3,2,0.6,3.2,41,0,5,0,0,0,45,39,16,16,4,11,1,35,0,0,0,178,1.111,7.8,0.8,2.2,7,3.18,,kawaba001ryu
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Hirotsugu Maeda*,25,7,10,0.412,3.93,28,23,2,2,1,0,146.2,162,73,64,23,44,4,85,2,0,8,630,1.405,9.9,1.4,2.7,5.2,1.93,,maeda-001hir
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Shinji Matsuda*,33,2,0,1,3.21,48,0,13,0,0,1,42,32,16,15,2,22,1,33,2,1,1,177,1.286,6.9,0.4,4.7,7.1,1.5,,matsud001shi
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Ryuji Miyade,23,0,0,,0,3,0,1,0,0,0,4.1,3,3,0,0,4,0,4,0,0,0,18,1.615,6.2,0,8.3,8.3,1,,miyade001ryu
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Alan Newman*,31,3,4,0.429,4.18,17,10,0,1,1,0,60.1,61,31,28,8,12,0,38,1,1,1,243,1.21,9.1,1.2,1.8,5.7,3.17,,newman001ala
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Naoya Shimada,31,0,2,0,2.91,53,0,11,0,0,0,46.1,45,18,15,5,18,2,26,4,0,0,198,1.36,8.7,1,3.5,5.1,1.44,,shimad001nao
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Koji Takagi*,33,0,2,0,9,2,2,0,0,0,0,7,7,9,7,3,3,0,3,1,0,0,32,1.429,9,3.9,3.9,3.9,1,,takagi001koj
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Kazumasa Takahashi,21,0,0,,4.5,1,0,1,0,0,0,2,1,1,1,1,1,0,0,1,0,0,7,1,4.5,4.5,4.5,0,0,,takaha002kaz
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Shingo Takatsu,32,0,4,0,2.61,52,0,46,0,0,37,51.2,49,17,15,3,13,3,39,0,0,1,212,1.2,8.5,0.5,2.3,6.8,3,,takats001shi
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Tomokazu Teramura,27,2,1,0.667,4.32,19,3,5,0,0,0,33.1,36,17,16,3,11,1,15,0,0,1,147,1.41,9.7,0.8,3,4.1,1.36,,teramu001tom
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Futoshi Yamabe*,30,4,2,0.667,3.76,12,10,1,0,0,0,52.2,45,22,22,4,23,1,36,1,0,2,219,1.291,7.7,0.7,3.9,6.2,1.57,,yamabe001fut
JPCL,2001,Yakult Swallows,https://www.baseball-reference.com/register/team.cgi?id=71d8384a,Tatsuki Yamamoto*,30,6,3,0.667,2.93,61,0,15,0,0,1,58.1,45,22,19,5,14,4,42,1,1,1,232,1.011,6.9,0.8,2.2,6.5,3,,yamamo001tat
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Héctor Almonte,25,0,1,0,7.36,4,0,1,0,0,0,3.2,5,4,3,0,3,0,5,0,0,1,19,2.182,12.3,0,7.4,12.3,1.67,,almont001hec
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Min Tae Chung,31,2,0,1,6.16,10,3,2,0,0,0,19,21,13,13,2,3,0,14,1,0,1,81,1.263,9.9,0.9,1.4,6.6,4.67,,chon--001min
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Kazuhiro Hiramatsu*,27,1,1,0.5,8.18,12,1,3,0,0,0,11,19,10,10,4,9,0,7,0,0,1,62,2.545,15.5,3.3,7.4,5.7,0.78,,hirama001kaz
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Yusaku Iriki,28,13,4,0.765,3.71,27,26,1,5,2,1,162.1,143,68,67,19,58,1,137,2,0,2,677,1.238,7.9,1.1,3.2,7.6,2.36,,iriki-001yus
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Min Chul Jeong,29,1,2,0.333,4.65,8,6,0,1,0,0,40.2,43,22,21,8,15,1,28,2,1,2,176,1.426,9.5,1.8,3.3,6.2,1.87,,jeong-000min
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Tsuyoshi Jobe,20,7,8,0.467,4.02,46,0,17,0,0,6,65,64,36,29,8,42,12,48,1,0,4,295,1.631,8.9,1.1,5.8,6.6,1.14,,johbe-001tsu
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Takashi Kashiwada*,30,0,0,,3.58,39,0,5,0,0,0,27.2,26,14,11,2,5,0,19,2,0,3,114,1.12,8.5,0.7,1.6,6.2,3.8,,kashiw001tak
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Junichi Kawahara,28,4,4,0.5,5.94,21,12,2,0,0,2,72.2,91,52,48,19,28,1,39,4,0,0,334,1.638,11.3,2.4,3.5,4.8,1.39,,kawaha001jun
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Yasuyuki Kawamoto*,33,1,1,0.5,6.85,25,0,3,0,0,0,22.1,25,18,17,3,15,3,18,0,0,1,106,1.791,10.1,1.2,6,7.3,1.2,,kawamo001yas
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Ryuji Kimura,30,0,1,0,5.59,20,0,2,0,0,0,19.1,30,12,12,5,4,1,12,0,0,0,92,1.759,14,2.3,1.9,5.6,3,,kimura001ryu
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Kimiyasu Kudo*,38,1,3,0.25,8.44,5,5,0,0,0,0,21.1,35,21,20,3,7,1,8,0,0,2,103,1.969,14.8,1.3,3,3.4,1.14,,kudoh-001kim
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Masumi Kuwata,33,4,5,0.444,4.83,16,8,6,0,0,2,50.1,56,29,27,4,19,4,31,0,0,0,226,1.49,10,0.7,3.4,5.5,1.63,,kuwata001mas
JPCL,2001,Yomiuri Giants,https://www.baseball-reference.com/register/team.cgi?id=bad85f08,Hiromi Makihara,37,0,0,,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,,,makiha001hir
